filename, Celup, Corak, Dayak, Geblek, Gentongan, Ikat, Insang, Kawung, Kraton, Megamendung, Parang, Pring, Renteng, Sedapur, Simbut
91_jpg.rf.891c1f8a83911ac7de1ac5e526804329.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90-Batik-Madura_jpg.rf.8910be4dc24a3905867b4aa75cba1478.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13_jpg.rf.899a11aa64694008055a8413f7f9b83f.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
111_jpg.rf.89671f4be0ff72edbc28476fe21e3638.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
55_jpg.rf.8a96e79fbc116d4c81b219fe77ac3d58.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
34_jpg.rf.89bdf515f19e1c0c4ce54533986cca70.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
131-Berbagai-Macam-Motif-Batik-dan-Asalnya-5-e1607507990938_jpg.rf.8a5a42d2886598fb97e54458ea6a26f1.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19-Batik-Madura_png.rf.8a24e654c55247dfcb6ed5a6bb48b1f9.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
45-757bcabd150a85827e27cea8500b35fd_jpg.rf.8a7aa40e5737fa1ff5651e33d8679fdc.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
107-Batik-Pring-Sedapur_jpg.rf.8a671f274be8eef33dc985e7b7332f70.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
61_jpg.rf.8b1e92c9d2c80cded19f4c8c6be969f8.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
105-batik-pring-sedapur_jpg.rf.8a5c113524162f48d5d0cfb86885d6f5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
35_jpg.rf.8b27dcb5b11127ca7064e3221ac65f97.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
183-857d3c8da72c29e92c8958ba8dd84ffa_jpg.rf.8aa7e85ea9f16a6ab265081d0ee5c416.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
45_jpg.rf.8a6f69aaf7f45db20804343910cd9a19.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
150-Batik-Pring-sedapur_jpg.rf.8b0689d12c912e698e6abbce5a49a7a2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
115_jpg.rf.8b630f29f90257ab1e498d22eed3d0dc.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
113-1-_jpg.rf.8b4beec5920fec0aaa80ed9a34da246a.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
56-IMG_4329-555x555_jpg.rf.8ab4627867654187b921fa9ed0319d19.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
181-hipwee-10-768x473_jpg.rf.8a650436c4ac76c77a71f7223d1b802b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
74_jpg.rf.8b510cec5853b0ac306a01210af2d1c1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
97_jpg.rf.896821caa35b2fd5a3feaccfb0aec693.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
91_jpg.rf.8b6e594f87e1f99ad6dbf8fd15cb5a89.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1-image15_jpg.rf.8b7fdae8bf9402862a7b82ad1e43a3ce.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
26-Cqog5wUVMAAsHVt_jpg.rf.8be8b7dd05dc36a15f27d96b605c13c8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
45_jpg.rf.8c387f4a93c530891a8149b2fd7362a3.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
115_jpg.rf.8bf361b32c4f5300c911b0bcecff09b8.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
40_jpg.rf.8ca5d9a410426b8eb176e7366e672088.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
128_jpg.rf.8d0dbe2f7c6593cc529b438e49dd8329.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
98_jpg.rf.8ce35c470c12f2a22e3190182755cb39.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
11-motif-batik-parang-tuding_jpg.rf.8cdc5c35aecb7063cb396f1f138e53af.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
115_jpg.rf.8bf9dde8669507c3391218dfcf75ca9d.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
107-tanjungbumi_660018232-1024x682_jpg.rf.8d61067a1c87cfbeb5cc0f0491bd3a36.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
35-ethnic-batik-kawung-design-pattern-062_615845-419_jpg.rf.8cfcb0a8243c43abface8d02d8c80f10.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
17_jpg.rf.8c7c09c3046078207f77301bd9c05be9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
101_jpg.rf.8d42fc4f05ddd07690283581af2a65cc.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
68_jpg.rf.8dc39c277298de3c38ffbe7806134672.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
75_jpg.rf.8d1d4cfd4037de280afc7d89190e49f2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
69_jpg.rf.8de39c28d428dfe95dddba4ca948a11c.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
20-il_794xN-2065111338_e8jm_jpg.rf.8bc6227de4c241a670e19bbf4c4706b6.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
60-motif-batik-indonesia-batik-pring-sedapur-batik-magetan_jpg.rf.8c3ac7cbb19cdbdef8aa18e41ea1a963.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
110_jpg.rf.8ec079deaa4c7b06f723b66118966a06.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
87_jpg.rf.8e0af64665d1f318a8fbcf6412ab0466.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8_jpg.rf.8d568896a65330f7b75ecd4c6b4b1d74.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
34_jpg.rf.8d8844f9cb3d52ac9c6d10991f089d40.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
52-Batik-Sekar-Jagad-6-Motif-Batik-Paling-Populer-Warisan-Indonesia-yang-Berhasil-Mendunia_jpg.rf.8d46f3e9a5f921ec515370ea57b61527.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
47_jpg.rf.8e41be568580dbb86676e4351e544c78.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
92_jpg.rf.8e821502cda5571a42f2ed114daa9de2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
51_jpg.rf.8eb30daa9a63a5e6f22f159d5ee50f1f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
51-1-motif-batik-sogan_jpg.rf.8cc45227d5b70e39b8810e823725dda5.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
68-floral-pattern-based-on-batik-kawung-motifs-seamless-batik-pattern-vector_jpg.rf.8ed2d48f472cf0149834add51894a92c.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
103_jpg.rf.8e70ad057df57b90656cc263de82e41b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
135-IMG-20211008-WA0006-595x1052_jpg.rf.8ee9d8758871e13b9bd2f1dbfe0f87f6.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
44-20211004150423_jpg.rf.8ee259b85d5d668c61f41a149d743735.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
102_jpg.rf.8ed5de077df71d3dc4afd3d96735a436.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
47_jpg.rf.8f627f48cb6459db15d50a60dc004004.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
104-IMG-20211004-WA0017_jpg.rf.8fb9037675b06ce677c6fd54c8c72ddd.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
70-01_0006_g4_jpg.rf.8f03939a0eae7e33478b230c2a710b9e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
27_jpg.rf.8f1a9d650e44b7a5e07e92f2b6bbd26e.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1_jpg.rf.8f6d8362589c26d529724af321f84b5a.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
15-terungkap-motif-batik-kawung-memiliki-makna-mendalam-Tk80XecMGg_jpg.rf.8fb3ae385caf78a7e967bc029e2f0239.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
66-7d9a5a35f8b6c8e6402bf31e004db5b7_jpg.rf.8f22cf62adf18d27f612e589fc0d5c96.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
191-parang-rusak-classic-geometric-pattern-of-javanese-batik-motif-FD41NP_jpg.rf.8f9fe4e8e0d4eadc40396e5070c8587f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
113_jpg.rf.90020af8f4ddee06d0b0df923385833b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
155-mlg-001-d_jpg.rf.90576e38be812a03095d679391f79162.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
211-batik-sumenep_jpg.rf.91444a4650aff8f36de512a479f1aa06.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97_jpg.rf.906f8b2e73a164e36869dde59dc372a0.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8_jpg.rf.917a1f1a86e321c3a4637a6d5e27915c.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
76_jpg.rf.8fe66b860d1f1f10d6a6dae7e24b96f2.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
71-1690260659479-3k2ef_jpeg.rf.912ab18770051be785bd7377a4642151.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
54-7562651952_65d613eeae_b_jpg.rf.909eec7453d116373bee5c2b73bc7b61.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
54_jpg.rf.91725d5e60c2cd6d01576fdee18b3325.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
165_jpg.rf.90518127bed070f6a91da8b912f7d02b.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
131-indonesian-batik-seamless-pattern-various-motif-javanese-traditional-culture-kawung-dark-purple-colorway-can-applied-to-161411730_jpg.rf.90f3d148e888aee554b6cb31e8b13a4b.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1-20201005_100318-scaled_jpg.rf.90fd3a9d546a9d2ecdc28d673d09d9a4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
63-Batik-gentongan_jpg.rf.901c5d432390480821f4e52a543d600b.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90_jpg.rf.8fea5fabc3f2c578011e6317b785dd25.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
157_jpg.rf.90ee3224e9e2b50e1ebbff3efc03fec0.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59_jpg.rf.918507ac22de0c06c8c678bc06aa874f.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
47_jpg.rf.917b406f7eb5a06945952550df450a02.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
167_jpg.rf.9169cc6bcc5d87bec1c91403af448b2e.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
212-caa336440599c29a7cb223eb5f4fa85b_jpg.rf.9199198ca2c4295c38c0ca3c9e277f69.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33_jpg.rf.918a3fb361a639424eec495b36266976.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
64_jpg.rf.91f3eb7af6d150c745ba1178363a20b4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
138-Batik-Kawung-15-Jenis-dan-Makna-Motif-Batik-di-Indonesia_jpg.rf.91f410795a85b07894a79f3cf6344381.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
60_jpg.rf.9203538a1002998b3afba74cf6454728.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
82-bt-11-001_jpg.rf.926f1d054fc0025156f07181265fb946.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
5_jpg.rf.920db97f05d139ab88bced7f7324d9b6.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
103-149939a1a5918afdc4db639850cbb268_jpg.rf.929b83b5f3e1f884bdd44b6febd652dd.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11_jpg.rf.91e61f9eb630f1afb26e8c2384aa7e39.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94_jpg.rf.936c5db28da71cfbfecb66c6990163a0.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
37-batik-17a_jpg.rf.93bddee6a8eb5336bb041e82dbb1a26b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
90-batik-kawung-01-1024x1024_png.rf.933f863597e28582535ac2183017d4c0.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
109_jpg.rf.93b5e4d83b2569753079b3a5e938ceef.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
171-055735300_1685322372-B-Banten__jpg.rf.91ea86ea42af1e8d7e6603392b73ae10.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
173-20151231_171218_jpg.rf.91a0286ccf515b70025df5b87baf3678.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
115_jpg.rf.93ee7b9474ca0cb69a838ee5f0875ae0.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
16_jpg.rf.940df9833ae1167dcec1b2f27120fb14.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
119-23b7e8e8ad9dd728c4717686777a7e12_jpg.rf.942bb6f4d87df794c62b4deb3d05c8ff.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
51_jpg.rf.94a5954c62fec5e9743e507c6cd82657.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
184-batik-baru-2_jpg.rf.941e2123df9e5d0d4630b2cf39053a5e.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
113_jpg.rf.921f4e248995392bc01ad9b136d735c0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
195-6546841411_8fb01f3b39_b_jpg.rf.9525d49d2bf11e98ae1e13934be5060f.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
108_jpg.rf.95339abfaf7af233c5ef52c8b3fd6f67.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
64-javanese-batik-kawung-seamless-pattern-black-white-colorway-javanese-batik-kawung-seamless-pattern-black-white-184165166_jpg.rf.9572e86c120ae5ce0e76b17d7648e08a.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
94_jpg.rf.957de013b4a4857d54420145ef3b9c47.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
123-7d83dc324c3c20816cbe6e4451e3f2e0_jpg.rf.955243446a790dc94a40b00d84e0d7ec.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
97_jpg.rf.9582103b8954cb5d8649a8dc27c65a09.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
26_jpg.rf.960853cde776f14b954734254203468e.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
46-basic-rgb-184147204_jpg.rf.95aa322cfa51837a0015e4049ad324c2.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
140-maxresdefault_jpg.rf.9379f07aee344f7c0ac65eb2a2b18206.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
116_jpg.rf.95addf8671f7941535668446e20acf73.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
152-WPpUU5pcvB_jpg.rf.9552dc936b7e076651ef0a90aecb434f.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
178-6-Gambar-Motif-Batik-Geblek-Renteng-300x157_jpg.rf.94fc280ebdd86b5e889de3c5eee35961.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
76_jpg.rf.968ed63762082eb501922a16f277e9d7.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16-Batik_2BLasem_jpg.rf.96bd0679c7d7f36b1d7895d56dd6f11d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
185-dd1dc24580c41268696af7221b2102a7-west-papua-batik-fashion_jpg.rf.966bb09219d605d6a8c8e4b1cbe23dd4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
46-batik-genthongan-thumbs_jpg.rf.95b86fe2edefbc6bc78cc1c56fcd5217.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
144-batik_keraton_1562566775_0bb2320f_jpg.rf.96dac25801b933c4ca7c962217c3ccdc.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
62_jpg.rf.96f36aecfea8a7201a6b994060d186f2.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
126-2f8bf0116f566e6cb503d90b5b536b11-batik-art-kain_jpg.rf.96ff3e12bf89c2d2626c13f65f864097.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
106-JP011AM-sidomukti_buket_jpg.rf.96d13805fc37cded29fa1cd089d2bfd4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
56-Motif-Batik-Udan-Liris-Keraton-Jogjakarta_jpg.rf.958653f25215712c46623dc3c06a3427.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
168-Madura_jpg.rf.97058da3a409b49ea1b58c89aa0294db.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
91-BP3396_jpg.rf.9592da0da68492839714513b63b50b10.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
118-064209900_1561295510-IMG_20180913_142646_1__1__jpg.rf.962d6f49ad74e3c5ec72262df6abd67d.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110-1-_jpg.rf.96eeed3400d8a4ba2885d79a9439154c.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
118_jpg.rf.95d679eed926bccfd04e9e899b445290.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
14_jpg.rf.9638a56f05e017cde0cd065fc51a7d9c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
